[ Wed Apr 27 16:14:54 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] added SuperGroup
 
[ Wed Apr 27 16:14:58 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup ID
 
[ Wed Apr 27 16:15:05 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup settings 
 
[ Wed Apr 27 16:15:16 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] locked link posting 
 
[ Thu May  5 12:44:57 2016 ]=>  لطفا کمی صبر کنید................😠😠😠😠😠😜 [187352330] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 13:11:08 2016 ]=>  MohammadReza [87946267] locked link posting 
 
[ Thu May  5 14:27:16 2016 ]=>  پــــــــــــــــــــژمـــــــــــــــــانــــــــــ [184606401] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 14:31:41 2016 ]=>  میـოเղαـنا @taki337 [196320563] kicked for #spam
 
[ Thu May  5 15:02:20 2016 ]=>  ادمین کانال +10k میشم ریپورتم استیکر بدین [186181114] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 15:04:27 2016 ]=>  Mahdi#1 [140312303] kicked for #spam
 
[ Thu May  5 15:12:32 2016 ]=>  ℳ★★★... @Mohammad5GF [138558040] kicked for #spam
 
[ Thu May  5 15:13:35 2016 ]=>  ▁ ▂ ▄ ▅ ▆ ▇ █☺ρε§ﾑЯ£ ßﾑℓ❤ʊⓒみ☺█ ▇ ▆ ▅ ▄ ▂ ▁ [131340633] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 15:26:42 2016 ]=>  saman @saman708090 [188928975] kicked for #spam
 
[ Thu May  5 15:28:42 2016 ]=>  ارامش [208442135] kicked for #spam
 
[ Thu May  5 15:33:12 2016 ]=>  mohmmad3 @mohmmadm1376 [117657257] kicked for #spam
 
[ Thu May  5 15:38:22 2016 ]=>  SeedRhimiTnha @saeedrahimi70 [157678421] kicked for #spam
 
[ Thu May  5 15:40:30 2016 ]=>  omidrezaeii @gdtui [160021557] kicked for #spam
 
[ Thu May  5 15:45:22 2016 ]=>  M [216402217] kicked for #spam
 
[ Thu May  5 15:48:26 2016 ]=>  ↻●°اَمــــــــــْیر تــٌـــــرڪْ‌°● ↻ [113750876] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 15:52:51 2016 ]=>  R#1 @Bato1234 [179116253] kicked for #spam
 
[ Thu May  5 15:58:48 2016 ]=>  سحراصلانی [109327730] kicked for #spam
 
[ Thu May  5 16:04:23 2016 ]=>  Saeed @saeedadidas [196628956] kicked for #spam
 
[ Thu May  5 16:27:12 2016 ]=>  (سوختمو خاکسترمرابادبرد...بهترین یارم مرااز یادبرد) [104475935] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 16:29:45 2016 ]=>  رًضًـً؁ًٰـاًڪًـًلًاًنًـً؁ًٰـًتًـًرًݦًذًکًـًً؁ًٰـًرًلًـًً؁ًٰـًبـًاًتًـً @Xx_Reza_Kalantarm_revale_Xx [219665033] kicked for #spam
 
[ Thu May  5 16:35:23 2016 ]=>  رامین [219873302] kicked for #spam
 
[ Thu May  5 16:43:19 2016 ]=>  مسعود [203738030] kicked for #spam
 
[ Thu May  5 16:47:08 2016 ]=>  M#4 @Samira268 [167200137] kicked for #spam
 
[ Thu May  5 18:11:26 2016 ]=>  ⛔️☻↝.😂.みşάɲ.😜.↜☻⛔️ [193887464] kicked for #spam
 
[ Thu May  5 18:35:34 2016 ]=>  😻↯↯รʌʝʝʌɗ↯↯😻 @eagle_045 [78070980] kicked for #spam
 
[ Thu May  5 18:53:05 2016 ]=>  al!&®£za @Hummeer [217818199] kicked for #spam
 
[ Thu May  5 19:05:40 2016 ]=>  سهیل [211756878] kicked for #spam
 
[ Thu May  5 19:33:38 2016 ]=>  Vஇዠ🍃 ؤََََََََحٍٍِِِِيْْْْْْْْْدّّّّّّّّّ🍃ிd [216475470] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 19:40:10 2016 ]=>  iboibooooo [205626262] kicked for #spam
 
[ Thu May  5 19:51:41 2016 ]=>  کسانى که خدا را فراموش کردن خدا هم انها را فراموش کرده [178256029] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 20:05:33 2016 ]=>  ⚡!¡!¡!¡!¡!🏀👑Skìńğ(řèp)👑🏀!¡!¡!¡!¡!⚡😞🔫 [207597844] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 20:05:43 2016 ]=>  ÆŁÎŘŽÆ @Rahgozaram1376 [205061092] kicked for #spam
 
[ Thu May  5 20:07:18 2016 ]=>  یهاسفندیتخس.... [197400321] kicked for #spam
 
[ Thu May  5 20:21:39 2016 ]=>  N.M...A...R😭 @Riza1994 [204411114] kicked for #spam
 
[ Thu May  5 20:29:58 2016 ]=>  M#3 [104151968] kicked for #spam
 
[ Thu May  5 20:42:13 2016 ]=>  {M0ud} [232733162] kicked for #spam
 
[ Thu May  5 20:44:09 2016 ]=>  🐝•°•°•|•ɛʟռaʐɨ•|°•°•°🐝 @Miss_elnawzi [208284030] kicked for #spam
 
